id,class
07e5ce53c,49
540e55d21,57
d1e09d7d7,24
0364ba677,62
f12782678,103
968e05abf,72
2b9164ec2,48
251bc31b5,4
a8c0f935f,4
9bb415b21,72
79e663dca,5
92a7a0c81,40
ca47f971c,45
3daef1ed2,62
d8a62bc61,48
9279625c2,28
dbd7b52e7,75
ec3f46353,92
dcb7e103f,14
e90f1244d,49
5de5f8d03,47
7f27942f3,14
3d25d5a77,68
95da629bb,103
2e16fa3d1,86
2fa8ca050,96
b9281bbbd,67
1112a7040,14
7f39ca42a,90
aa8d91ac6,62
713601b93,14
9017cdb4c,37
92f62c363,50
e97746262,21
c08c1b1c6,53
6309813dd,79
24e0b4b0e,48
421bab653,48
263230078,75
37325d96c,73
4db5672ed,52
824d93b1f,53
cda2adacf,4
beb571eb7,12
55d334fa1,4
17c455539,10
878d48e7a,53
abeffc4e0,21
4c1332091,4
a32d992c9,4
3a468229c,75
6efcae8ea,60
9efce8093,71
b293b6aeb,74
59dcc31cc,67
24b2e4609,47
6ab1d07cf,68
b61a00676,75
658c6d4c1,4
6c77c6ed9,73
8f42fe021,0
cac127edb,0
279980f01,68
ce4a7fa31,57
f76781b31,64
3bcc6e390,4
119ad7062,94
4fcc3a6b0,102
b7e30eafe,68
8cfbe9f38,68
e3aec2286,102
b2b85814a,48
15ca05e5d,45
1ce141a24,15
10206e247,68
ded35b2d6,78
353f68afe,29
877445c96,75
0f229d64c,53
fc855d1cd,82
5eecf1464,4
74c5a31a0,71
4f54d545d,74
fb61e943e,103
a0d9d7520,103
6a11fe1d4,25
212a90970,62
7183d136c,4
45fa5cdb8,50
a5d76fac8,47
cf9b8b398,0
3bb7dc006,76
bb271657c,67
ed4840b77,53
8cdc68979,102
4b620be13,14
b3abfb022,94
7a6fb5a66,38
8f3e0c609,0
4fc0c7fb7,45
ef4ee4526,33
c40964621,42
5e9609139,91
d77193a78,51
8cbe3ab89,0
43d1752f9,73
5223e24e4,74
2f7f1d730,70
b5b010679,79
41cc8d903,100
05ec1136c,87
214059e4d,94
af78b7971,67
9f8958af5,4
f7672fe7d,30
485e22943,101
47f51a23e,4
2700bc310,95
bb2e8fbd4,73
352383852,70
9def11398,4
c69400f27,13
4568f070e,90
280172185,49
730ae444c,48
686e6d8c4,102
a5d974e3b,13
bd5285e28,102
293e2b726,98
aa850d423,4
75663ade8,102
39ed10bf3,56
c170cea14,67
6c8adc8e7,55
3bae67d86,49
d8c8f817d,102
27172b62a,87
b866f45ef,53
9b6948515,53
5ba5ac36a,70
0521529e6,93
b2a9b62bf,26
b29f1f49f,87
c4349aae1,98
9131f47ee,7
89dae5940,16
767b58d28,40
e985d6558,95
f437f19c2,76
f38f908a3,73
1361f68f6,53
fb07f874d,54
53417a344,18
0ac96ad8d,13
49a02cdf3,79
7be28ee7d,62
d3868c9c1,53
fd502e0a0,67
900bd5135,28
1bda17e27,94
c79929d86,8
18e6967c7,67
92c982b17,51
a74ae416b,103
f3ab1150b,4
7d16a9d88,68
5caefd829,64
1e9ec2408,80
f666aaa0c,13
ffe3a6022,83
9f57de2d9,48
6e17561b2,0
d99ff33ce,79
ec823d701,5
de9e8acac,93
3c529a11b,49
ab1e78a27,31
2db5dbc1b,43
263d19dba,51
729a9fe19,74
6998fc1c8,67
7615f1086,0
0b07d91b7,5
1720b2a75,68
e870d9dc6,102
56b028394,21
cdd081547,96
886de9b88,103
1812b6e66,80
04a827d5b,71
0401ac56c,83
2a92cd5ff,51
e834f4dae,23
b6d5dd38c,62
daafba68b,67
04e9967c0,9
5491bdd6a,96
92e160803,75
57de6fbb9,67
66a48a4b1,25
93e50f17a,64
fd16c6833,87
ad211387f,14
cb9023497,98
1bf086545,84
15d5494db,73
d2ad2a153,49
6ef77f770,77
ba2e5d114,94
e9bd8657b,53
716c0cf10,81
3f686bf30,53
114fe6a30,49
9f9495c64,67
a6046bb20,53
403966d8b,67
2eb2f2d26,4
638d39565,75
619ec4589,24
5b1abaa2e,47
b722a95ca,83
a733be550,81
aee75781f,67
d2a68960c,86
0f45549a1,103
c37a1af00,75
313060564,49
eb4b6b4c0,78
30d0adce3,12
d1ffe53e1,8
82cd28a51,49
0521221b5,95
549197bc3,30
a9666ee6b,43
2d3af6f4f,103
1c4708426,48
2c35ba61c,76
9a81dc15b,53
029e5661e,75
3cb4ac911,39
f999c6fbf,51
084a977a8,74
dcff33feb,103
f6a496220,67
86cb09217,67
295676829,45
7542209ed,18
023822d57,13
6efb001b1,75
65dad3f10,5
a437362a4,13
55e0249dc,48
f0ba3396d,48
ddce6823e,50
ee9cb4240,48
a7c31bc5e,4
083ee6190,4
d61087dfc,48
e0942b729,36
1a4cd1663,90
011a2d95c,75
a3d396e80,58
3f89bc586,4
62075744b,52
fbdfe6efb,67
20666e373,62
acc7b8fbc,67
51e917e2b,95
f479f3087,29
c91e3ead4,28
d14ab57de,96
58f45ba65,75
2f4b5ff6a,102
a292b0408,75
e729c6024,95
66e9ed93d,103
975855022,81
b43b49534,72
913a37664,77
6ad68741d,73
a5231eab8,68
f5fcc9c37,77
766532e87,103
df0196003,73
67e4346e0,74
0d77cfbf5,24
31726c046,83
806dd944c,83
dc1d2cbc5,88
6e260baeb,76
1c489d293,45
5cfbdea5b,103
6edae2e1f,80
3becbb8d0,102
36eb46100,67
67274f117,54
da879db72,73
5780266c5,78
3bfb75e14,73
771cdc5f8,26
b3c90e152,62
f652f9966,77
e8a5ee669,4
94dfb7721,8
46c2f5505,89
bc12dd82b,77
6bc5dad53,75
eacc67d3b,9
09dcf3ec7,46
ee2c753ac,82
6c53bbf31,67
2464fe54c,90
28c4c9c6b,103
418b151b3,103
803181835,71
84fdbbbec,84
f19699c9d,30
b75335011,0
6d4975368,35
e0259306b,74
5bd1afef1,102
99d2b663b,25
d43a0374e,49
8bd2b7ead,67
9f93c8dd6,97
9dfef68e4,6
c2a5441be,49
423a42000,103
1c8532624,95
18bbb89aa,102
0f6e674dd,53
6bf510917,103
f41c991c3,79
1189ae55e,94
2ed304a37,53
2813928fc,4
7445a5882,15
05c6449c2,71
52893455e,9
418494a2e,9
0aefba13d,103
9f4a22f67,13
41043d903,43
80ac99d0a,81
2d3fa8692,53
f3eddccd4,53
4609c8940,49
3c44e9afe,41
e7b23ffb3,4
923fc9d3b,18
3a401c67a,76
0479d10a5,30
071879409,29
6a68f0b90,95
385d23269,88
8abd0a531,67
70ef01582,45
74c86ce0a,45
948b630ff,13
031918abd,67
a7e3ad216,4
85a818ff5,45
0d37de391,21
a2dd7056b,71
33aca35eb,4
739e86cf7,67
4d2d955bc,103
a650980ef,4
0fb2cbd51,10
2f2e67707,68
37b1d15cd,28
b1809dbc6,61
730b7674b,102
fb0e3a0f9,14
38f594e63,48
81cfed020,85
97a490e82,73
d71c2404e,9
a6da56770,75
f294ba470,39
5f7eda838,102
7d44644ce,47
81c2ee4c7,4
8fc71b1fe,73
9d02bdcd6,73
9a15d5bc8,40
d807af5a8,48
fd16bf91d,10
720da606c,84
96eee33f8,85
2d55dd5dc,67
c8df1b700,14
ccbcad57e,91
2142937d6,48
5661a4ee6,53
f9b072b1a,18
7cd0e4435,67
9b4a7129f,13
cc4e1b194,13
21fe0338d,22
033e6f93a,54
5b3ef6c3d,67
652aa7d23,4
293a812a3,80
7db32ecc4,103
289fbb74a,28
a0ebcad53,102
b2e31d180,67
cdb49ea23,80
8f1e46e30,35
40404adc0,67
c79bae8d3,94
8ac415cf5,103
a5797e5c5,81
77673a838,91
488f2848b,4
445aa7a67,10
7ad1a0a74,57
336350959,75
7e5e8c65d,75
876eb19c0,67
7fcd20e03,67
1737e9fbf,47
74cdb556e,91
0fd318bbf,55
02e85b4b7,47
46ac8e93f,67
53c7e8586,91
3985f4a7a,49
653ccee0e,14
ca20d7ee2,103
586113374,29
eaeb18c7a,102
fdaaed594,69
da1dfec89,103
3b924a374,43
c9e702eab,47
511aaad98,44
761daa35d,67
65ee203f8,46
0996d75ae,0
010ac0b81,103
a08616eec,80
c0e24c70c,49
35a6e9978,26
b288d491e,68
e9a4b1b5f,102
90312d199,67
87e51d9ee,13
aa1f80a9e,47
9eb940125,49
40b42f193,49
012b6aa46,51
62f69ec1b,68
64e099820,43
bb905edee,78
